-16 2.7807e-05 0.0192423 0.0192701 0.6706
-15 3.2844e-05 0.0218924 0.0219253 0.762778
-10 7.452e-05 0.0409043 0.0409788 1.42877
-5 0.00016353 0.0746647 0.0748282 2.60405
0 0.00034914 0.133659 0.134008 4.65502
5 0.0007245 0.233903 0.234628 8.15781
10 0.0014697 0.402129 0.403599 14.0572
15 0.0029049 0.677513 0.680418 23.6208
20 0.0056166 1.12343 1.12904 39.1759
